dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,degree_level,cluster_level,attachment_edges_m,target_avg_degree,triad_probability,requested_seed,actual_seed,config_path,graph_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree
powerlaw_degree_cluster,pdc_deg40_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,312.17857142857144,0.31217857142857147,6171.0,6.171,1000.9285714285714,1.0009285714285714,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,116.34,0.11634,3125.6,3.1256,2548.57,2.5485700000000002,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed3,balance,"Balance (0.8, 0.8)",0,misinformation,698.46,0.6984600000000001,14045.57,14.04557,5383.23,5.383229999999999,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,balance,"Balance (0.8, 0.8)",1,corrective,735.12,0.73512,16779.0,16.779,8102.01,8.10201,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,balance,"Balance (0.8, 0.8)",2,observational,316.5,0.3165,6137.166666666667,6.137166666666667,990.0,0.99,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,balance,"Balance (0.8, 0.8)",3,behavior-guiding,140.02,0.14002,3613.75,3.61375,2858.03,2.8580300000000003,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,702.23,0.70223,14147.05,14.14705,5393.03,5.3930299999999995,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,631.72,0.6317200000000001,14334.2,14.334200000000001,7240.37,7.24037,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,certainty_high,"Certainty high (0.9, 0.5)",2,observational,343.4516129032258,0.3434516129032258,6735.806451612903,6.735806451612904,1046.3548387096773,1.0463548387096773,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,certainty_high,"Certainty high (0.9, 0.5)",3,behavior-guiding,192.18,0.19218000000000002,4612.39,4.61239,3443.88,3.44388,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,700.88,0.7008800000000001,14095.69,14.095690000000001,5391.35,5.39135,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,875.47,0.8754700000000001,20378.34,20.37834,9256.37,9.25637,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,305.5,0.3055,5909.958333333333,5.909958333333333,1014.0,1.014,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
powerlaw_degree_cluster,pdc_deg40_low_seed3,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,121.28,0.12128,3255.11,3.25511,2630.87,2.63087,deg40,low,20,40,0.0,20263720,20263720,v2/test_2/network/network-pdc_deg40_low_seed3.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed3/edgelist.txt,1000,19600,39.2,0.09495809393447989,0.0911304303810283,1.0,248
