seed_state,contrast,metric,current,balance,diff,abs_diff
1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.46146443147058114,0.4730111570913749,-0.011546725620793785,0.011546725620793785
1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.224335231492944,2.1636915077989602,0.06064372369398363,0.06064372369398363
2,effective_high_minus_balance,peak_mean_selfish_ratio,0.06714533300321862,0.06711067095815797,3.46620450606544e-05,3.46620450606544e-05
2,effective_high_minus_balance,mean_total_shared_ratio_misinformation,0.3555236444664521,0.3549418172815053,0.0005818271849468148,0.0005818271849468148
2,effective_high_minus_balance,mean_total_shared_ratio_corrective,0.34615994057935134,0.34239168110918544,0.0037682594701659022,0.0037682594701659022
2,effective_high_minus_balance,mean_total_shared_ratio_observational,0.15202216980927188,0.13446672718769773,0.017555442621574158,0.017555442621574158
2,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.22405050755137412,0.22895023520673435,-0.004899727655360231,0.004899727655360231
2,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.2069621193364695,2.207105719237435,-0.00014359990096535213,0.00014359990096535213
2,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.535367665263679,3.50283486011389,0.03253280514978929,0.03253280514978929
2,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.43886579533756404,0.38983338376752585,0.04903241157003818,0.04903241157003818
2,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.0899925724189155,2.119641000247586,-0.02964842782867061,0.02964842782867061
2,certainty_high_minus_balance,peak_mean_selfish_ratio,0.06729636048526863,0.06711067095815797,0.00018568952711066344,0.00018568952711066344
2,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,0.3536741767764298,0.3549418172815053,-0.0012676405050754957,0.0012676405050754957
2,certainty_high_minus_balance,mean_total_shared_ratio_corrective,0.34719237435008665,0.34239168110918544,0.00480069324090121,0.00480069324090121
2,certainty_high_minus_balance,mean_total_shared_ratio_observational,0.14373567395315032,0.13446672718769773,0.00926894676545259,0.00926894676545259
2,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.24202772963604852,0.22895023520673435,0.013077494429314163,0.013077494429314163
2,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.198583807873236,2.207105719237435,-0.008521911364198775,0.008521911364198775
2,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.526523892052488,3.50283486011389,0.02368903193859806,0.02368903193859806
2,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.4219664720587178,0.38983338376752585,0.032133088291191936,0.032133088291191936
2,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.184132210943303,2.119641000247586,0.06449121069571673,0.06449121069571673
3,effective_high_minus_balance,peak_mean_selfish_ratio,0.06749442931418669,0.06754147066105472,-4.7041346868031964e-05,4.7041346868031964e-05
3,effective_high_minus_balance,mean_total_shared_ratio_misinformation,0.34984154493686553,0.35113146818519436,-0.001289923248328828,0.001289923248328828
3,effective_high_minus_balance,mean_total_shared_ratio_corrective,0.3357811339440456,0.3338375835602872,0.0019435503837583745,0.0019435503837583745
3,effective_high_minus_balance,mean_total_shared_ratio_observational,0.10824925724189156,0.14122956907853346,-0.03298031183664189,0.03298031183664189
3,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.230963109680614,0.23604109928200048,-0.005077989601386473,0.005077989601386473
3,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.2053948997276556,2.214154493686556,-0.008759593958900247,0.008759593958900247
3,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.474805644961624,3.455209210200545,0.019596434761079085,0.019596434761079085
3,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.3130454629858876,0.4016048445687335,-0.08855938158284593,0.08855938158284593
3,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.1446298588759594,2.1724981431047286,-0.02786828422876919,0.02786828422876919
3,certainty_high_minus_balance,peak_mean_selfish_ratio,0.06767516712057439,0.06754147066105472,0.0001336964595196749,0.0001336964595196749
3,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,0.35083684080217875,0.35113146818519436,-0.000294627383015611,0.000294627383015611
3,certainty_high_minus_balance,mean_total_shared_ratio_corrective,0.33552612032681356,0.3338375835602872,0.0016885367665263606,0.0016885367665263606
3,certainty_high_minus_balance,mean_total_shared_ratio_observational,0.1567624749600486,0.14122956907853346,0.015532905881515152,0.015532905881515152
3,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.24919534538252042,0.23604109928200048,0.013154246100519934,0.013154246100519934
3,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.206449616241644,2.214154493686556,-0.007704877444911773,0.007704877444911773
3,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.428814062886853,3.455209210200545,-0.026395147313691858,0.026395147313691858
3,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.4478831393909384,0.4016048445687335,0.04627829482220486,0.04627829482220486
3,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.235917306263927,2.1724981431047286,0.06341916315919827,0.06341916315919827
4,effective_high_minus_balance,peak_mean_selfish_ratio,0.06552859618717505,0.0656944788313939,-0.00016588264421885102,0.00016588264421885102
4,effective_high_minus_balance,mean_total_shared_ratio_misinformation,0.34363703887100766,0.3447140381282496,-0.0010769992572419174,0.0010769992572419174
4,effective_high_minus_balance,mean_total_shared_ratio_corrective,0.3623793018073781,0.3455186927457291,0.01686060906164899,0.01686060906164899
4,effective_high_minus_balance,mean_total_shared_ratio_observational,0.14165926335872303,0.1487696452129055,-0.007110381854182474,0.007110381854182474
4,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.2357563753404308,0.23983411735578114,-0.004077742015350327,0.004077742015350327
4,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.1733572666501613,2.177076008913097,-0.0037187422629356703,0.0037187422629356703
4,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.69563753404308,3.6256251547412726,0.07001237930180748,0.07001237930180748
4,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.40933981911655476,0.43378551658641673,-0.02444569746986197,0.02444569746986197
4,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.147222084674424,2.1818296608071304,-0.034607576132706264,0.034607576132706264
4,certainty_high_minus_balance,peak_mean_selfish_ratio,0.06603119584055459,0.0656944788313939,0.00033671700916068636,0.00033671700916068636
4,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,0.34547660311958406,0.3447140381282496,0.0007625649913344801,0.0007625649913344801
4,certainty_high_minus_balance,mean_total_shared_ratio_corrective,0.34289923248328796,0.3455186927457291,-0.0026194602624411423,0.0026194602624411423
4,certainty_high_minus_balance,mean_total_shared_ratio_observational,0.11091854419410745,0.1487696452129055,-0.03785110101879806,0.03785110101879806
4,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.2509333993562763,0.23983411735578114,0.011099282000495148,0.011099282000495148
4,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.179056697202278,2.177076008913097,0.001980688289180854,0.001980688289180854
4,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.605177024015845,3.6256251547412726,-0.020448130725427394,0.020448130725427394
4,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.31331474643960516,0.43378551658641673,-0.12047077014681157,0.12047077014681157
4,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.2318767021539982,2.1818296608071304,0.05004704134686788,0.05004704134686788
