seed_state,network,variant,contrast,metric,left_strategy,right_strategy,left_value,right_value,diff,abs_diff
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,certainty_high,balance,0.2509333993562763,0.23983411735578114,0.011099282000495148,0.011099282000495148
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,certainty_high,balance,2.179056697202278,2.177076008913097,0.001980688289180854,0.001980688289180854
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,certainty_high,balance,3.605177024015845,3.6256251547412726,-0.020448130725427394,0.020448130725427394
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,certainty_high,balance,0.31331474643960516,0.43378551658641673,-0.12047077014681157,0.12047077014681157
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,balance,2.2318767021539982,2.1818296608071304,0.05004704134686788,0.05004704134686788
4,fbdeg_original,original,certainty_high_minus_effective_high,peak_mean_selfish_ratio,certainty_high,effective_high,0.06603119584055459,0.06552859618717505,0.0005025996533795374,0.0005025996533795374
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_shared_ratio_misinformation,certainty_high,effective_high,0.34547660311958406,0.34363703887100766,0.0018395642485763974,0.0018395642485763974
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_shared_ratio_corrective,certainty_high,effective_high,0.34289923248328796,0.3623793018073781,-0.019480069324090132,0.019480069324090132
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_shared_ratio_observational,certainty_high,effective_high,0.11091854419410745,0.14165926335872303,-0.030740719164615585,0.030740719164615585
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_shared_ratio_behavior_guiding,certainty_high,effective_high,0.2509333993562763,0.2357563753404308,0.015177024015845475,0.015177024015845475
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_misinformation,certainty_high,effective_high,2.179056697202278,2.1733572666501613,0.0056994305521165245,0.0056994305521165245
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_corrective,certainty_high,effective_high,3.605177024015845,3.69563753404308,-0.09046051002723487,0.09046051002723487
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_observational,certainty_high,effective_high,0.31331474643960516,0.40933981911655476,-0.0960250726769496,0.0960250726769496
4,fbdeg_original,original,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,effective_high,2.2318767021539982,2.147222084674424,0.08465461747957415,0.08465461747957415
4,fbdeg_original,original,max_minus_min_strategy,peak_mean_selfish_ratio,certainty_high,effective_high,0.06603119584055459,0.06552859618717505,0.0005025996533795374,0.0005025996533795374
4,fbdeg_original,original,max_minus_min_strategy,mean_total_shared_ratio_misinformation,certainty_high,effective_high,0.34547660311958406,0.34363703887100766,0.0018395642485763974,0.0018395642485763974
4,fbdeg_original,original,max_minus_min_strategy,mean_total_shared_ratio_corrective,effective_high,certainty_high,0.3623793018073781,0.34289923248328796,0.019480069324090132,0.019480069324090132
4,fbdeg_original,original,max_minus_min_strategy,mean_total_shared_ratio_observational,balance,certainty_high,0.1487696452129055,0.11091854419410745,0.03785110101879806,0.03785110101879806
4,fbdeg_original,original,max_minus_min_strategy,mean_total_shared_ratio_behavior_guiding,certainty_high,effective_high,0.2509333993562763,0.2357563753404308,0.015177024015845475,0.015177024015845475
4,fbdeg_original,original,max_minus_min_strategy,mean_total_fst_viewed_ratio_misinformation,certainty_high,effective_high,2.179056697202278,2.1733572666501613,0.0056994305521165245,0.0056994305521165245
4,fbdeg_original,original,max_minus_min_strategy,mean_total_fst_viewed_ratio_corrective,effective_high,certainty_high,3.69563753404308,3.605177024015845,0.09046051002723487,0.09046051002723487
4,fbdeg_original,original,max_minus_min_strategy,mean_total_fst_viewed_ratio_observational,balance,certainty_high,0.43378551658641673,0.31331474643960516,0.12047077014681157,0.12047077014681157
4,fbdeg_original,original,max_minus_min_strategy,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,effective_high,2.2318767021539982,2.147222084674424,0.08465461747957415,0.08465461747957415
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,peak_mean_selfish_ratio,effective_high,balance,0.10637781629116118,0.1069943055211686,-0.0006164892300074276,0.0006164892300074276
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_shared_ratio_misinformation,effective_high,balance,0.6666897746967072,0.6672815053230998,-0.000591730626392617,0.000591730626392617
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_shared_ratio_corrective,effective_high,balance,2.624451596929933,2.1165139886110422,0.5079376083188909,0.5079376083188909
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_shared_ratio_observational,effective_high,balance,0.2828244924486259,0.25242521776317267,0.030399274685453226,0.030399274685453226
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,effective_high,balance,0.06545432037633078,0.07219856400099035,-0.006744243624659571,0.006744243624659571
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,effective_high,balance,6.409707848477346,6.413481059668235,-0.0037732111908885813,0.0037732111908885813
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,effective_high,balance,23.865320623916812,20.63501609309235,3.230304530824462,3.230304530824462
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,effective_high,balance,0.9692645147313691,0.7974791239955885,0.17178539073578059,0.17178539073578059
4,fbdeg_rewire_0p1,rewire_0p1,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,effective_high,balance,1.4508393166625402,1.5204827927704876,-0.06964347610794741,0.06964347610794741
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,peak_mean_selfish_ratio,certainty_high,balance,0.10729636048526864,0.1069943055211686,0.00030205496410003196,0.00030205496410003196
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,certainty_high,balance,0.6665387472146571,0.6672815053230998,-0.0007427581084427093,0.0007427581084427093
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_shared_ratio_corrective,certainty_high,balance,2.1808195097796483,2.1165139886110422,0.0643055211686061,0.0643055211686061
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_shared_ratio_observational,certainty_high,balance,0.28417074152017824,0.25242521776317267,0.03174552375700557,0.03174552375700557
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,certainty_high,balance,0.0946595692002971,0.07219856400099035,0.022461005199306744,0.022461005199306744
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,certainty_high,balance,6.414850210448131,6.413481059668235,0.001369150779896522,0.001369150779896522
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,certainty_high,balance,20.97437732111909,20.63501609309235,0.33936122802673907,0.33936122802673907
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,certainty_high,balance,0.92515938351077,0.7974791239955885,0.12768025951518147,0.12768025951518147
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,balance,1.7802426343154245,1.5204827927704876,0.2597598415449369,0.2597598415449369
4,fbdeg_rewire_0p1,rewire_0p1,certainty_high_minus_effective_high,peak_mean_selfish_ratio,certainty_high,effective_high,0.10729636048526864,0.10637781629116118,0.0009185441941074596,0.0009185441941074596
