dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,cluster_level,triad_probability,requested_seed,actual_seed,config_path,graph_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree
powerlaw_cluster,plc_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",2,observational,333.69565217391306,0.33369565217391306,3356.4347826086955,3.3564347826086958,963.5652173913044,0.9635652173913044,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",3,behavior-guiding,219.72,0.21972,2745.44,2.7454400000000003,2168.31,2.16831,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,420.39,0.42039,4523.47,4.5234700000000005,2415.52,2.41552,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,816.26,0.81626,9411.2,9.411200000000001,5675.73,5.67573,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,301.12,0.30112,2993.56,2.99356,913.44,0.91344,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,141.6,0.1416,1966.01,1.96601,1651.32,1.65132,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed3,balance,"Balance (0.8, 0.8)",0,misinformation,402.69,0.40269,4351.81,4.35181,2297.77,2.29777,low,0.0,20263518,20263518,v2/test_2/network/network-plc_low_seed3.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed3/edgelist.txt,1000,9900,19.8,0.05872128564600577,0.05396391520344943,1.0,144
powerlaw_cluster,plc_low_seed3,balance,"Balance (0.8, 0.8)",1,corrective,710.52,0.71052,8195.28,8.19528,5124.63,5.12463,low,0.0,20263518,20263518,v2/test_2/network/network-plc_low_seed3.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed3/edgelist.txt,1000,9900,19.8,0.05872128564600577,0.05396391520344943,1.0,144
powerlaw_cluster,plc_low_seed3,balance,"Balance (0.8, 0.8)",2,observational,312.1875,0.3121875,3145.5,3.1455,954.5,0.9545,low,0.0,20263518,20263518,v2/test_2/network/network-plc_low_seed3.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed3/edgelist.txt,1000,9900,19.8,0.05872128564600577,0.05396391520344943,1.0,144
powerlaw_cluster,plc_low_seed3,balance,"Balance (0.8, 0.8)",3,behavior-guiding,158.17,0.15816999999999998,2125.38,2.1253800000000003,1757.91,1.75791,low,0.0,20263518,20263518,v2/test_2/network/network-plc_low_seed3.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed3/edgelist.txt,1000,9900,19.8,0.05872128564600577,0.05396391520344943,1.0,144
